Price,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days,Prices
1433713,Fishing Boat,Sea Ray,Used,2006,23.05,8.19,Aluminum,Kochi,133,944429
3714153,Yacht,Yamaha,Used,1996,12.36,6.43,Wood,Chennai,363,2006113
759428,Motorboat,Boston Whaler,New,2013,40.22,4.25,Wood,Visakhapatnam,107,64394
2696830,Yacht,Boston Whaler,New,2011,42.28,9.98,Fiberglass,Mumbai,179,508764
2474615,Fishing Boat,Beneteau,New,1991,39.28,5.2,Aluminum,Chennai,490,238478
3829214,Sailboat,Yamaha,New,2002,17.86,6.94,Aluminum,Visakhapatnam,296,834421
4142430,Sailboat,Bayliner,New,2000,40.39,8.03,Steel,Kochi,495,1414893
1546567,Sailboat,Boston Whaler,Used,2019,29.93,2.7,Fiberglass,Mumbai,454,3690765
1178314,Jet Ski,Sea Ray,Used,2013,15.72,9.7,Fiberglass,Visakhapatnam,118,4487051
132451,Jet Ski,Beneteau,Used,1999,16.46,7.78,Aluminum,Mumbai,83,4390094
4688158,Fishing Boat,Boston Whaler,Used,1999,14.31,2.06,Fiberglass,Chennai,87,1875729
1149833,Yacht,Yamaha,Used,2016,43.64,3.18,Steel,Mumbai,94,565202
2833381,Motorboat,Yamaha,New,2002,26.11,3.34,Wood,Chennai,83,2121301
3413374,Sailboat,Sea Ray,Used,2004,5.99,4.45,Aluminum,Mumbai,392,392568
2886491,Sailboat,Boston Whaler,Used,2021,18.05,4.67,Wood,Chennai,408,2856698
3874168,Motorboat,Beneteau,Used,2023,19.59,3.83,Aluminum,Chennai,11,2011872
4880323,Jet Ski,Bayliner,Used,2016,29.98,9.89,Aluminum,Chennai,441,397132
1780407,Fishing Boat,Sea Ray,Used,2015,14.72,3.32,Fiberglass,Visakhapatnam,146,4583786
2628668,Fishing Boat,Boston Whaler,New,2006,17.19,5.99,Steel,Goa,319,4857988
3199743,Sailboat,Bayliner,Used,2012,33.97,3.27,Fiberglass,Kochi,199,2393656
4950444,Motorboat,Yamaha,New,2016,35.83,8.44,Steel,Chennai,7,1609897
2980073,Sailboat,Jeanneau,Used,2013,25.69,7.22,Aluminum,Visakhapatnam,45,924574
619895,Motorboat,Jeanneau,New,2007,15.49,9.28,Steel,Chennai,246,1287795
615627,Fishing Boat,Bayliner,Used,1990,33.88,8.95,Wood,Mumbai,107,4975693
1470048,Yacht,Sea Ray,Used,2000,13.72,6.62,Fiberglass,Chennai,345,3511852
2676939,Motorboat,Beneteau,New,2012,26.06,5.27,Wood,Mumbai,315,4100870
4587820,Jet Ski,Yamaha,Used,2016,15.75,8.6,Wood,Goa,140,1336134
172078,Fishing Boat,Bayliner,New,2001,34.09,6.46,Fiberglass,Goa,370,3678641
3878035,Jet Ski,Sea Ray,New,1997,36.39,7.28,Aluminum,Visakhapatnam,358,174463
2945292,Jet Ski,Boston Whaler,Used,2020,31.8,9.43,Aluminum,Chennai,98,4487676
4743087,Yacht,Boston Whaler,New,2017,34.66,4.43,Aluminum,Visakhapatnam,391,4495750
2851097,Yacht,Bayliner,Used,2015,25.28,9.03,Fiberglass,Chennai,7,4209742
4033259,Jet Ski,Jeanneau,Used,1992,45.62,3.79,Aluminum,Goa,12,2317449
262608,Sailboat,Bayliner,New,2023,35.44,5.61,Wood,Goa,481,4035081
746098,Yacht,Yamaha,New,2021,45.76,3.22,Fiberglass,Visakhapatnam,113,4551465
4252554,Yacht,Jeanneau,New,1992,29.37,3.79,Fiberglass,Mumbai,236,1305600
1471886,Jet Ski,Beneteau,New,2015,42.16,3.37,Aluminum,Goa,478,3178270
3560550,Fishing Boat,Yamaha,Used,2023,24.19,7.73,Aluminum,Kochi,41,1754808
685812,Motorboat,Bayliner,New,2009,34.01,8.71,Steel,Mumbai,85,1847085
1793211,Sailboat,Bayliner,New,1995,49.4,3.31,Wood,Kochi,166,1284509
999586,Motorboat,Boston Whaler,New,2003,45.12,3.39,Steel,Chennai,82,1327134
4073778,Yacht,Sea Ray,Used,2017,9.26,8.99,Wood,Goa,232,1872603
1227884,Sailboat,Bayliner,New,2020,10.15,6.89,Fiberglass,Visakhapatnam,167,500333
3226697,Yacht,Jeanneau,New,2002,43.86,9.8,Wood,Goa,421,4877849
621004,Sailboat,Beneteau,New,2005,31.28,5.87,Aluminum,Chennai,380,325022
4899427,Fishing Boat,Beneteau,New,1998,31.41,8.94,Aluminum,Mumbai,174,466422
969963,Jet Ski,Sea Ray,New,2024,48.07,9.34,Wood,Mumbai,195,4407546
3614967,Fishing Boat,Jeanneau,New,2004,43.89,9.43,Steel,Visakhapatnam,376,2494669
1558910,Fishing Boat,Jeanneau,Used,2020,42.35,3.47,Steel,Mumbai,484,423523
2500932,Fishing Boat,Jeanneau,New,2016,39.14,8.15,Steel,Chennai,418,1602330
1098045,Sailboat,Beneteau,Used,2011,28.23,9.43,Wood,Mumbai,26,3856684
385065,Motorboat,Jeanneau,New,2017,20.22,8.24,Wood,Chennai,84,1488065
3133704,Fishing Boat,Sea Ray,New,1995,29.79,8.28,Fiberglass,Mumbai,71,2204290
4860243,Yacht,Beneteau,New,2017,15.03,5.58,Fiberglass,Visakhapatnam,324,895429
4480181,Yacht,Jeanneau,New,2009,23.79,3.98,Aluminum,Kochi,284,4149377
2383004,Sailboat,Beneteau,New,1995,35.41,6.15,Aluminum,Visakhapatnam,147,2080785
3786728,Motorboat,Jeanneau,Used,2000,37.97,2.54,Steel,Goa,69,1063717
925838,Motorboat,Beneteau,Used,2010,47.88,9.55,Wood,Kochi,377,336560
1570173,Sailboat,Yamaha,New,2014,31.1,2.93,Fiberglass,Chennai,401,1868782
2185773,Yacht,Bayliner,Used,1995,18.23,4.06,Wood,Kochi,208,3292757
620915,Sailboat,Boston Whaler,Used,2013,49.75,8.91,Fiberglass,Mumbai,267,552528
433573,Yacht,Yamaha,New,1998,34.07,7.3,Aluminum,Chennai,179,869784
2143893,Yacht,Jeanneau,Used,2020,14.12,4.43,Steel,Goa,9,4550014
1704705,Sailboat,Bayliner,New,2009,6.89,4.05,Fiberglass,Kochi,275,4617168
2730797,Sailboat,Jeanneau,Used,2002,9.84,5.82,Wood,Visakhapatnam,249,177135
2652782,Sailboat,Boston Whaler,New,2022,21.99,7.32,Steel,Chennai,37,610714
4279228,Sailboat,Bayliner,New,2020,25.15,3.89,Aluminum,Kochi,492,3865296
3937485,Yacht,Jeanneau,New,2010,48.42,9.82,Fiberglass,Goa,220,3030568
2702772,Jet Ski,Beneteau,New,1990,49.61,3.85,Steel,Visakhapatnam,484,4706683
818416,Jet Ski,Sea Ray,Used,1991,36.32,9.26,Steel,Kochi,485,4304592
3005808,Yacht,Beneteau,New,2006,33.27,3.84,Wood,Mumbai,392,3230817
3904420,Jet Ski,Sea Ray,Used,1997,31.62,2.15,Aluminum,Chennai,16,2191644
4035140,Jet Ski,Sea Ray,New,2000,6.75,5.96,Steel,Chennai,147,613330
4239060,Jet Ski,Jeanneau,Used,2023,15.88,4.78,Steel,Kochi,65,1212496
839656,Fishing Boat,Beneteau,New,2004,8.08,5.24,Fiberglass,Visakhapatnam,283,1765018
540326,Jet Ski,Boston Whaler,New,2018,32.15,6.37,Aluminum,Mumbai,467,3117885
2456000,Sailboat,Bayliner,Used,2006,35.07,4.88,Fiberglass,Goa,141,3550029
4130798,Yacht,Beneteau,New,2004,38.08,8.72,Aluminum,Goa,277,4848145
3132661,Motorboat,Jeanneau,New,2009,6.14,8.12,Aluminum,Mumbai,375,3445035
1199648,Sailboat,Boston Whaler,New,2004,41.08,3.03,Wood,Mumbai,366,4142119
4636396,Yacht,Jeanneau,New,2019,46.2,9.55,Wood,Visakhapatnam,269,1046466
3891915,Fishing Boat,Boston Whaler,Used,1998,28.59,3.63,Fiberglass,Chennai,127,1318410
1762192,Motorboat,Jeanneau,Used,2015,10.74,6.74,Aluminum,Goa,423,1678221
3022944,Fishing Boat,Boston Whaler,Used,1996,36.16,5.8,Aluminum,Goa,137,1359697
3600954,Jet Ski,Beneteau,Used,2003,10.72,8.13,Aluminum,Kochi,499,3313856
4715594,Jet Ski,Sea Ray,Used,2004,43.95,9.99,Wood,Goa,365,325460
2982245,Jet Ski,Sea Ray,New,2001,19.86,3.66,Aluminum,Mumbai,125,3152342
725673,Sailboat,Sea Ray,Used,2024,34.27,7.21,Wood,Kochi,242,480427
3508718,Sailboat,Bayliner,New,2000,9.49,8.82,Aluminum,Visakhapatnam,110,3957899
1074431,Motorboat,Bayliner,Used,2007,34.36,4.04,Aluminum,Goa,401,2904083
2080746,Yacht,Yamaha,Used,2009,10.89,8.87,Steel,Chennai,415,561880
89262,Jet Ski,Bayliner,New,1992,33.36,9.98,Wood,Chennai,347,2291722
3936591,Sailboat,Yamaha,New,2010,46.62,7.93,Wood,Chennai,232,4201265
857349,Sailboat,Sea Ray,Used,1994,47.4,3.65,Wood,Visakhapatnam,131,1784361
1863693,Motorboat,Sea Ray,New,1998,23.68,5.14,Wood,Visakhapatnam,391,2793514
1129859,Jet Ski,Bayliner,New,2010,14.92,6.56,Wood,Kochi,4,1759670
1840132,Jet Ski,Jeanneau,Used,2005,46.2,5.88,Fiberglass,Kochi,285,4547691
3127490,Motorboat,Bayliner,Used,2022,10.92,8.95,Steel,Kochi,20,3286989
1830549,Motorboat,Sea Ray,New,2002,18.39,9.88,Fiberglass,Chennai,394,4712060
3325233,Jet Ski,Sea Ray,Used,2022,10.49,2.11,Fiberglass,Kochi,379,1550449
2340637,Yacht,Yamaha,New,2007,42.36,5.06,Fiberglass,Goa,381,646539
4377687,Motorboat,Jeanneau,New,2020,16.18,9.73,Fiberglass,Chennai,218,1982885
3601532,Jet Ski,Sea Ray,New,2012,31.4,4.01,Wood,Visakhapatnam,232,1586308
2936392,Motorboat,Sea Ray,Used,2002,26.14,4.37,Steel,Goa,198,3611648
4982099,Yacht,Beneteau,New,1995,49.69,7.63,Wood,Chennai,367,3589732
1672767,Jet Ski,Boston Whaler,New,2021,8.76,6.03,Wood,Goa,459,1224113
3601520,Fishing Boat,Yamaha,New,2004,49.59,9.15,Steel,Mumbai,3,175609
3635375,Fishing Boat,Yamaha,Used,2010,31.62,7.77,Aluminum,Chennai,89,4034960
941915,Fishing Boat,Jeanneau,Used,2001,16.6,6.09,Steel,Goa,14,3162248
676369,Yacht,Beneteau,Used,2021,24.28,6.65,Fiberglass,Mumbai,434,524184
827420,Sailboat,Yamaha,Used,2011,38.35,7.03,Wood,Kochi,242,281947
4340138,Jet Ski,Boston Whaler,New,2015,44.32,2.79,Fiberglass,Mumbai,455,1869801
4092931,Jet Ski,Sea Ray,New,1997,39.88,6.03,Fiberglass,Goa,487,718096
2117700,Yacht,Boston Whaler,Used,2006,37.98,3.56,Fiberglass,Mumbai,409,1763750
4669098,Sailboat,Boston Whaler,Used,2021,26.84,4.76,Wood,Mumbai,141,3531051
3787458,Jet Ski,Bayliner,Used,2006,47.24,2.28,Fiberglass,Mumbai,398,3374347
2887849,Fishing Boat,Bayliner,New,2004,39.96,9.79,Wood,Goa,374,3921693
2392266,Jet Ski,Yamaha,Used,2012,47.74,2.11,Fiberglass,Kochi,379,1759617
2527106,Sailboat,Jeanneau,New,1996,37.84,8.17,Steel,Kochi,26,2556666
3641220,Jet Ski,Bayliner,Used,2015,38.06,3.24,Fiberglass,Mumbai,433,4501713
4814339,Yacht,Boston Whaler,Used,2017,29.83,6.19,Wood,Goa,467,2924470
3273436,Motorboat,Yamaha,Used,1995,36.29,5.31,Wood,Mumbai,239,1123576
655534,Jet Ski,Sea Ray,Used,2012,5.41,6.2,Fiberglass,Goa,406,296838
3525957,Motorboat,Bayliner,Used,2015,47.98,2.02,Aluminum,Goa,335,820101
4401874,Jet Ski,Beneteau,Used,2017,46.53,2.23,Steel,Kochi,82,3327932
1341658,Motorboat,Bayliner,Used,1995,20.88,6.84,Wood,Visakhapatnam,212,4818765
1931223,Fishing Boat,Jeanneau,New,2011,36.89,9.56,Aluminum,Kochi,160,1849711
667585,Motorboat,Jeanneau,New,2012,23.53,2.5,Aluminum,Chennai,116,4684997
1385311,Yacht,Yamaha,New,2010,38.49,7.29,Wood,Visakhapatnam,458,1999104
348385,Sailboat,Sea Ray,Used,2011,38.4,2.27,Fiberglass,Goa,332,4032494
486195,Motorboat,Boston Whaler,New,1990,10.76,5.63,Steel,Mumbai,177,2501615
1961563,Jet Ski,Bayliner,New,1992,30.78,9.0,Steel,Mumbai,337,583257
2238033,Yacht,Yamaha,Used,2003,35.34,2.42,Wood,Kochi,83,2169847
4150177,Fishing Boat,Boston Whaler,New,2003,9.42,8.18,Steel,Kochi,214,3906916
4966106,Yacht,Boston Whaler,Used,2022,30.73,7.68,Wood,Goa,82,124560
2812501,Yacht,Beneteau,New,1991,35.33,7.22,Steel,Mumbai,65,4416799
2082130,Motorboat,Boston Whaler,Used,2000,8.69,5.14,Wood,Chennai,360,1568766
4024469,Sailboat,Yamaha,Used,1994,9.79,3.27,Wood,Kochi,406,4973117
746790,Fishing Boat,Beneteau,Used,1990,37.85,5.44,Fiberglass,Kochi,387,1446878
4435477,Motorboat,Yamaha,New,1990,22.98,5.92,Aluminum,Chennai,284,1345102
965270,Jet Ski,Bayliner,New,2002,34.26,7.23,Steel,Kochi,370,2540556
4384139,Fishing Boat,Beneteau,New,2016,34.95,5.79,Steel,Chennai,221,4455146
2650382,Fishing Boat,Jeanneau,Used,2006,29.75,4.94,Fiberglass,Visakhapatnam,311,4069234
3429207,Motorboat,Bayliner,Used,1991,9.44,9.16,Wood,Visakhapatnam,473,267102
324330,Jet Ski,Boston Whaler,New,2009,44.11,5.97,Fiberglass,Goa,311,4793965
2260983,Fishing Boat,Jeanneau,Used,1994,39.69,5.62,Steel,Visakhapatnam,209,3603455
1156068,Sailboat,Boston Whaler,New,2011,31.6,8.68,Fiberglass,Visakhapatnam,228,1950232
3015236,Sailboat,Sea Ray,New,1990,23.2,6.67,Steel,Visakhapatnam,491,2126226
4385717,Jet Ski,Yamaha,Used,2017,22.04,5.32,Aluminum,Goa,392,4079150
429992,Jet Ski,Yamaha,Used,2001,46.2,2.83,Wood,Mumbai,51,2580440
1152795,Jet Ski,Sea Ray,Used,1991,7.79,9.04,Aluminum,Mumbai,390,3209106
2918261,Fishing Boat,Sea Ray,New,2000,30.08,8.57,Fiberglass,Kochi,189,3910600
3842528,Jet Ski,Jeanneau,New,2001,18.63,4.53,Aluminum,Chennai,9,2721788
679689,Yacht,Jeanneau,Used,1995,15.41,4.58,Wood,Goa,270,1762183
2444510,Jet Ski,Sea Ray,Used,2009,33.96,8.26,Fiberglass,Goa,430,443747
2453572,Fishing Boat,Beneteau,Used,2010,11.61,5.94,Wood,Visakhapatnam,81,3216636
4697505,Sailboat,Yamaha,New,1990,23.46,7.33,Aluminum,Kochi,489,2827106
3051557,Jet Ski,Jeanneau,New,2005,9.74,2.93,Aluminum,Goa,121,3830074
4127031,Yacht,Beneteau,Used,2016,44.37,7.21,Aluminum,Chennai,76,1311770
1166382,Sailboat,Jeanneau,New,2014,14.97,2.29,Aluminum,Mumbai,288,1383490
2564967,Jet Ski,Yamaha,Used,2016,11.77,6.77,Fiberglass,Chennai,348,4466517
1821941,Yacht,Beneteau,Used,1991,39.79,5.94,Fiberglass,Visakhapatnam,204,109237
1878493,Fishing Boat,Bayliner,Used,2007,43.43,5.09,Fiberglass,Mumbai,233,364309
440229,Motorboat,Yamaha,Used,2007,15.9,5.58,Steel,Visakhapatnam,413,910431
3256571,Jet Ski,Bayliner,New,2023,33.09,2.37,Aluminum,Kochi,206,2403493
259111,Motorboat,Boston Whaler,Used,2012,12.01,6.03,Wood,Kochi,440,4060272
1611863,Sailboat,Jeanneau,New,2000,17.0,3.48,Wood,Visakhapatnam,121,493937
728212,Motorboat,Boston Whaler,New,2004,23.16,5.51,Fiberglass,Visakhapatnam,366,281298
2007261,Sailboat,Sea Ray,New,2013,5.18,3.72,Aluminum,Goa,133,2411177
3077604,Sailboat,Yamaha,Used,1992,44.06,4.48,Aluminum,Chennai,333,835357
4308842,Sailboat,Yamaha,New,2000,36.87,4.31,Aluminum,Kochi,345,2517743
4828848,Fishing Boat,Beneteau,New,2013,27.28,8.61,Steel,Mumbai,384,3152490
824012,Fishing Boat,Beneteau,New,2011,40.48,8.34,Aluminum,Goa,430,457602
565539,Fishing Boat,Jeanneau,Used,1991,22.81,2.16,Wood,Chennai,436,1389622
4455670,Sailboat,Beneteau,Used,2019,38.95,4.26,Wood,Mumbai,241,988124
1454699,Jet Ski,Jeanneau,New,2016,10.98,4.93,Wood,Visakhapatnam,369,2380098
468541,Jet Ski,Bayliner,Used,1995,43.01,7.25,Steel,Kochi,485,417913
2869469,Motorboat,Bayliner,Used,2002,27.5,6.34,Wood,Goa,321,4999821
4811135,Yacht,Yamaha,New,2023,40.63,8.04,Aluminum,Visakhapatnam,163,2994937
271969,Sailboat,Bayliner,Used,2012,41.75,4.79,Aluminum,Goa,323,4447202
274139,Sailboat,Bayliner,Used,2001,21.92,5.77,Fiberglass,Goa,231,3011161
2559657,Motorboat,Jeanneau,New,1990,42.72,3.18,Wood,Goa,43,2482536
4820967,Yacht,Bayliner,New,1990,16.22,3.9,Aluminum,Chennai,485,3776260
536253,Fishing Boat,Bayliner,New,2019,30.84,8.66,Fiberglass,Goa,31,1307168
658854,Sailboat,Beneteau,Used,2018,37.8,8.19,Aluminum,Visakhapatnam,337,743324
1153578,Yacht,Beneteau,New,2005,8.19,3.05,Fiberglass,Visakhapatnam,275,2099954
3431128,Jet Ski,Beneteau,Used,2016,6.92,3.79,Aluminum,Mumbai,434,329153
4779484,Sailboat,Beneteau,New,2000,38.55,4.4,Wood,Kochi,233,1613306
3101126,Sailboat,Boston Whaler,New,2012,10.17,7.05,Wood,Goa,170,3038387
3380284,Jet Ski,Yamaha,New,1995,14.25,5.75,Steel,Mumbai,378,4371946
3836888,Jet Ski,Sea Ray,New,1992,12.61,6.97,Fiberglass,Chennai,160,301910
2021006,Motorboat,Bayliner,Used,2011,29.24,6.3,Steel,Goa,137,4748545
3871352,Sailboat,Sea Ray,Used,2010,25.31,7.64,Fiberglass,Kochi,276,3382945
2325693,Motorboat,Beneteau,New,1993,45.55,4.96,Aluminum,Chennai,3,1091788
2977899,Motorboat,Sea Ray,New,2005,37.01,3.92,Aluminum,Goa,278,3739632
1791170,Sailboat,Yamaha,Used,2006,30.27,2.04,Wood,Chennai,295,1473197
2113797,Motorboat,Boston Whaler,New,2016,44.19,4.9,Aluminum,Visakhapatnam,193,699061
1425821,Jet Ski,Beneteau,New,2011,45.52,2.12,Wood,Mumbai,316,2450485
1377056,Motorboat,Bayliner,New,2022,48.71,2.64,Wood,Mumbai,217,3547783
1151612,Jet Ski,Sea Ray,Used,2022,30.11,5.39,Aluminum,Kochi,14,4152625
3712848,Jet Ski,Jeanneau,Used,2011,22.66,2.5,Aluminum,Mumbai,70,902952
3356430,Yacht,Bayliner,Used,1999,14.67,6.39,Wood,Goa,295,1669027
4307115,Motorboat,Yamaha,New,2008,14.96,7.09,Aluminum,Kochi,340,3168654
3847795,Fishing Boat,Bayliner,New,2012,10.26,7.65,Fiberglass,Visakhapatnam,28,3163233
2574688,Jet Ski,Yamaha,Used,1995,44.93,7.42,Aluminum,Kochi,222,3623837
2688688,Sailboat,Jeanneau,New,2021,34.63,3.07,Wood,Chennai,129,3804096
1119337,Sailboat,Bayliner,New,2011,12.82,2.02,Wood,Visakhapatnam,113,3451170
4823615,Motorboat,Beneteau,Used,2008,24.76,8.66,Fiberglass,Goa,459,1517876
1562086,Yacht,Sea Ray,Used,2014,37.49,7.87,Wood,Chennai,59,3096324
3317382,Motorboat,Boston Whaler,Used,2007,21.59,6.72,Fiberglass,Mumbai,188,4313154
1782085,Motorboat,Beneteau,Used,2019,47.91,2.5,Fiberglass,Goa,307,3067287
331268,Jet Ski,Jeanneau,New,2018,13.47,5.26,Wood,Kochi,334,1470598
3001606,Fishing Boat,Boston Whaler,Used,2015,39.14,7.7,Fiberglass,Goa,67,3171386
643187,Jet Ski,Yamaha,New,2008,43.25,3.97,Aluminum,Goa,453,4083436
1853622,Fishing Boat,Beneteau,New,2012,24.09,7.74,Aluminum,Kochi,257,4329355
4742370,Jet Ski,Boston Whaler,Used,2022,33.48,2.13,Aluminum,Goa,93,2785191
4919223,Jet Ski,Sea Ray,Used,2005,9.01,6.2,Fiberglass,Mumbai,435,1057342
2301203,Yacht,Sea Ray,Used,2006,25.87,6.75,Wood,Visakhapatnam,203,1314001
2677150,Fishing Boat,Jeanneau,New,2021,12.3,6.79,Fiberglass,Chennai,491,1207593
838974,Sailboat,Sea Ray,New,1996,23.71,8.89,Fiberglass,Goa,99,2385702
1985388,Fishing Boat,Yamaha,Used,2005,20.03,5.23,Wood,Mumbai,208,3775165
1338895,Fishing Boat,Sea Ray,Used,1992,10.51,3.65,Steel,Visakhapatnam,369,2464005
4094546,Motorboat,Bayliner,New,2010,7.73,4.23,Aluminum,Kochi,335,4117019
4597315,Motorboat,Boston Whaler,New,2023,21.91,8.85,Steel,Mumbai,344,2839765
1690489,Jet Ski,Bayliner,Used,1992,41.88,8.64,Steel,Goa,454,199049
76233,Jet Ski,Bayliner,New,1993,22.87,3.17,Wood,Goa,307,2299345
4098270,Jet Ski,Jeanneau,Used,2016,12.97,5.32,Steel,Mumbai,495,1636524
4115631,Motorboat,Jeanneau,Used,2004,25.08,9.69,Wood,Visakhapatnam,354,4544000
3313350,Fishing Boat,Bayliner,Used,2010,24.53,7.53,Wood,Mumbai,499,3048658
3847701,Fishing Boat,Beneteau,New,2001,31.89,7.07,Steel,Mumbai,216,4625949
4552254,Fishing Boat,Jeanneau,Used,2017,27.89,3.79,Wood,Goa,494,4438860
1985909,Jet Ski,Jeanneau,Used,2020,36.41,8.01,Wood,Kochi,144,1146792
4586073,Jet Ski,Boston Whaler,New,2010,23.44,3.38,Steel,Goa,443,4971171
2041865,Motorboat,Boston Whaler,Used,2012,8.32,4.52,Wood,Mumbai,320,1070107
3663270,Jet Ski,Sea Ray,New,2012,47.67,6.6,Wood,Mumbai,143,2133191
4427844,Fishing Boat,Sea Ray,New,1993,45.74,4.17,Wood,Mumbai,113,694440
4603733,Yacht,Bayliner,New,2001,29.3,6.78,Aluminum,Goa,27,2332145
4032138,Sailboat,Yamaha,Used,2017,44.36,7.95,Aluminum,Goa,169,516992
3465639,Fishing Boat,Sea Ray,Used,2005,21.48,6.34,Steel,Visakhapatnam,357,3848085
1569830,Motorboat,Bayliner,Used,1995,30.03,7.56,Steel,Kochi,434,2159374
4128918,Motorboat,Beneteau,New,1991,48.43,2.94,Wood,Kochi,499,3307772
4549440,Motorboat,Jeanneau,New,2014,17.34,4.31,Aluminum,Goa,291,4963531
1878078,Yacht,Bayliner,Used,2012,46.76,6.74,Aluminum,Chennai,234,1766206
1011920,Jet Ski,Yamaha,New,1990,34.71,9.17,Aluminum,Visakhapatnam,159,3177047
561211,Yacht,Bayliner,Used,1998,12.98,3.7,Steel,Visakhapatnam,458,4368674
1795701,Fishing Boat,Sea Ray,Used,2021,48.98,7.22,Steel,Kochi,478,1117663
2318720,Jet Ski,Boston Whaler,New,2022,19.7,5.74,Wood,Kochi,262,2401879
2325091,Motorboat,Jeanneau,New,2003,26.77,9.76,Fiberglass,Chennai,459,4392382
3092309,Sailboat,Bayliner,New,2016,14.25,6.26,Aluminum,Kochi,137,4426675
4527752,Yacht,Boston Whaler,New,2002,10.44,8.75,Wood,Visakhapatnam,459,748029
2131511,Yacht,Jeanneau,Used,2023,32.69,4.14,Wood,Kochi,348,1886931
4040301,Motorboat,Sea Ray,Used,2013,22.16,2.8,Aluminum,Kochi,317,4323040
432604,Motorboat,Yamaha,New,2017,31.33,3.31,Aluminum,Visakhapatnam,148,4399265
3484864,Motorboat,Boston Whaler,Used,1995,23.97,8.83,Steel,Chennai,310,2873363
4832375,Yacht,Beneteau,New,2014,27.3,3.16,Steel,Goa,256,244209
1780497,Sailboat,Sea Ray,New,2005,25.38,4.75,Steel,Chennai,453,4749058
4124935,Sailboat,Sea Ray,Used,2009,6.92,2.58,Steel,Chennai,166,3648489
4880299,Fishing Boat,Jeanneau,Used,2017,6.19,4.17,Aluminum,Kochi,222,1067276
3338052,Sailboat,Bayliner,Used,2012,19.64,9.84,Fiberglass,Mumbai,35,4182845
3726254,Jet Ski,Beneteau,Used,1998,17.21,7.88,Wood,Goa,427,2097152
4577186,Sailboat,Sea Ray,Used,1994,31.49,9.96,Wood,Visakhapatnam,480,1517198
426676,Jet Ski,Yamaha,New,1999,21.1,5.54,Wood,Visakhapatnam,251,2356003
1571433,Fishing Boat,Yamaha,New,1990,6.91,8.24,Aluminum,Chennai,78,104507
2520155,Motorboat,Bayliner,New,2005,41.08,3.9,Wood,Visakhapatnam,401,4829701
990346,Motorboat,Jeanneau,Used,2016,34.52,9.95,Aluminum,Mumbai,343,2904174
2024595,Yacht,Yamaha,Used,2023,22.5,4.29,Fiberglass,Chennai,223,2091613
3446176,Yacht,Beneteau,Used,2015,5.7,6.02,Wood,Kochi,232,506448
1549602,Yacht,Bayliner,New,1992,46.31,7.77,Aluminum,Mumbai,228,3298922
2249646,Yacht,Sea Ray,Used,2008,42.04,9.45,Steel,Goa,45,3004702
824240,Motorboat,Boston Whaler,Used,2010,41.32,9.43,Fiberglass,Goa,118,4262063
4550261,Yacht,Bayliner,Used,2002,9.28,9.84,Fiberglass,Chennai,395,4275573
2779944,Motorboat,Boston Whaler,Used,2012,36.44,7.87,Fiberglass,Mumbai,173,4344621
3514342,Yacht,Boston Whaler,New,2010,12.74,8.85,Aluminum,Kochi,345,864170
2628043,Yacht,Sea Ray,New,1993,12.24,6.0,Steel,Mumbai,319,4230166
1591776,Jet Ski,Yamaha,New,2018,30.05,6.58,Aluminum,Goa,227,4603809
1073393,Sailboat,Jeanneau,Used,2016,5.26,6.98,Aluminum,Mumbai,87,904055
2076607,Sailboat,Sea Ray,Used,2013,5.83,7.31,Steel,Chennai,449,1958674
3497741,Yacht,Beneteau,Used,2013,24.12,9.04,Aluminum,Kochi,466,4510349
1916624,Fishing Boat,Bayliner,Used,2022,24.94,6.57,Aluminum,Goa,475,715870
3959074,Motorboat,Boston Whaler,Used,2003,29.83,3.81,Fiberglass,Goa,53,3402640
3895205,Yacht,Jeanneau,New,2007,29.83,7.88,Aluminum,Visakhapatnam,276,2369049
1412750,Sailboat,Beneteau,Used,1998,16.79,4.74,Fiberglass,Goa,400,519164
970057,Jet Ski,Bayliner,Used,2017,43.4,5.87,Aluminum,Kochi,456,3334789
4664141,Jet Ski,Boston Whaler,Used,2005,9.71,4.93,Fiberglass,Visakhapatnam,184,4981175
4901773,Yacht,Beneteau,Used,2003,27.49,7.68,Aluminum,Mumbai,138,2535565
1935456,Fishing Boat,Jeanneau,Used,2013,19.13,9.35,Steel,Goa,137,2403076
1917391,Yacht,Yamaha,New,1992,8.61,2.01,Fiberglass,Chennai,327,3885131
3481879,Sailboat,Sea Ray,Used,2002,10.74,8.07,Steel,Chennai,304,3468475
4238073,Sailboat,Jeanneau,New,2018,28.49,8.47,Aluminum,Visakhapatnam,473,2374627
4252772,Jet Ski,Bayliner,New,2010,49.28,4.97,Fiberglass,Visakhapatnam,260,715887
4197064,Motorboat,Boston Whaler,New,2001,39.21,4.4,Wood,Goa,187,718393
102077,Jet Ski,Yamaha,New,1995,45.13,2.52,Steel,Chennai,462,3765363
3486208,Fishing Boat,Bayliner,New,1994,34.98,7.48,Aluminum,Visakhapatnam,159,3437943
2362009,Sailboat,Bayliner,New,2001,8.77,6.37,Wood,Kochi,39,96443
3644455,Motorboat,Yamaha,New,1992,31.89,7.45,Fiberglass,Kochi,114,416015
